text,polarity
ممتازه ومفيده خل القياده والعمل ونقاء الصوت وتوثر علي اذن وانصح الحميع وشكرا علي اهتمامكم,1
ممتاز سعرها السوق ارخص,1
السلعه اكثر راءعه الصوت جيد شء يعمل بشكل جيد حتي انها وصلت قيل المعاد المحدد شكرا,1
سماعه رديءه الجوده انصح باقتناءها انت هواه الصوت النقي,0
منتج ردء,0
السلعه جيده وصلت وقت قصير,1
اذا يعمل وتم اختباره فهو جيد حتي يتم اختباره لمده عمل طويله,0
كريم اساس مميز وراءع الاستخدام البشره معه تبدو طبيعيه,1
سيء تشحن اكثر بالماءه,0
جيده يمكن استغلال امكانياتها جيدا وتفيد يقضي وقتا طويلا خارج مقر عمله او بيته رجال الاعمال او الصحفين او المندوبين,1
عمر قصير للبطاريه يتعدي عمر التشغيل ثلاثه اسابيع ولم تعد قيمه انصح اي احد الا حاله واحده وهي ضروره الاستخدام لسفر قصير,0
ضعيفه تقوم بالشحن الا لمرتين فقط علي الرغم انها,0
الف شكر يشحن جهازي غراند مرات نضف,1
بجد عجبتني جدا مناسب لون بشرتي فعلا منتج هايل شكرا جزيلا بشره اللون المناسب,1
ايجابيات سلبيات شاحن سيارات يو اس اجهزه سامسونج,0
شاحن سيء جدا يشحن كثير الموبايلات وخصوصا البطاريات تزيد مللي امبير اكثر انواع بطاريات الموبايلات,0
السلعه جيده جدا وتعتبر حل امثل بالنسبه للموبايلات الحديثه تستهلك البطاريه بشكل سريع وبالنسبه للحجم فهو مناسب وكنت اتمني ان تكون اصغر,1
سلعه جيده مواصفات مطابقه المنتج,1
مطابق للمواصفات الوان جميله وسعر رخيص جدا واصلي يوجد عيوب,1
مطابقه للمواصفات المكتوبه يوجد عيوب,1
منتج جميل وسعر ارخص للسوق,1
السعر ممتاز والجوده عاليه سواء خامه الشاحن او الكهرباء الخارجه للشحن فولت امبير عالي بعكس الشواحن المقلده,1
انصح بهذا المنتج لصديق,1
ال جميل وكفاءه ونفس المواصفات الحجم ركز شويه يفرق معاك,1
انها تشحن البطاريه اكثر بالنسبه لموبايلات الحديثه لموبايلات القديمه ده متناسب السعر,0
السلعه وحشه جدا منصحش حد يشتريها انا جبت ثلاثه مش شغالين شغال بيشحن كلمت صاحب السلعه بعت بدل اللي مش شغالين بردو مش شغالين,0
المنتج حلو جدا سواء الخامه او الالوان او ثبات اللون يوجد تنوع درجات الالوان بحيث يناسب اللبس او المناسبه,1
غالي علي الامكانيات البسيطه,0
سلعه ممتازه وانصح صديق,1
سلعه ممتازه هامه تم تسليمها الميعاد بصوره جيده وميزتها صغر حجمها سعتها المعقوله متانه ماده الصنع,1
ايجابيات سلبيات,1
الشاحن بحطوه علي الشحن لمده كبيره جدا الاخر مش بيديني اكثر ربع ساعه شحن او شحن الموبيل المفروض انوه امبير انا موبيلي امبير يعني المفروض يشحنوه كلوه زياده,0
ماسكارا راءعه مطابقه للمواصفات المعروضه,1
شاحن سامسونج علبته وجديد,0
الشاحن تقليد مش اصلي واضح الخامه والتقفيل شاحن الاصلي امبير الشاحن امبير,0
سلبيه للغايه وليس اي قيكه وتعمل علي بطء عمليه الشحن,0
الشاحن ممتاز جدا وسريع الشحن وعملي وبه منفذين شحن بصراحه اكثر راءع وسعره ممتاز وانصح بشده,1
خامات المنتج سيءه وحجمها صغير وضعيفه,0
ريت تنزلو المنتج الاصلي عشان انا فتحت اليوت يوب لقيت الشحان بجوده احسن بكتير سعتها والله هشتر كمان,1
منتج جيد ينقصه الا زياده عدد القطع الاقل قطع,1
افضل ماركه وافضل اداء وافضل سعر شكرا لخدمتكم الراءعه,1
سيراميك وعباره قطعه صاج مطلي بيطقطق النار ويبوظ الطعام وبتتحرق,0
السلعه صغيره جدا ومفيش اي بكر استرتش قدها,0
الشكل مناسب السعر يعتبر اكتر تستحق الخامه لاكن سلعه كويسه وتنفع المطبخ وشكرا سوق كوم علي سرعه الاستجابه,0
السلعه اكتر راءعه انصح الجميع فهي مناسبه جدا للرحلات او الجيم او العمل,1
سلعه مفيده وخامه مميزه وسعر مميز جدا ارجو الا يزيد السعر حتي يستفيد الكثير المنتج انصح غيري بثقه,0
جميله تقيله واتمي تاني بغطاء,1
الزجاجه شركه تانك عباره زجاجه البلاستك الشفاف الداخل وعليها طبقه اخري البلاستك الخارجي الملون التصميم الرياضي الجذاب الزجاجه شكلها جيد جدا بتحفظ درجه حراره المياه بارده لفتره ساعات حجم الزجاجه كبير يتصوره الشخص فهي طولها سنتي وعرضها سنتي تصلح لان تكون زمزاميه لطفل المدرسه اكيد البلاستك المصنوع الزجاجه صالح للاستخدام اكثر مره ولهذا فهي افضل زجاجات المياه الغازيه يستخدمها الناس مصر للشرب لاكثر مره,1
حجم صغير جدا انما شكلها جميل كاس الويسكي افكر استخدام انها للزينه صناعه مكسيكيه,0
السلعه جيده العصا يتم تركيبها المنتصف كحامل يمكن رفع الملاحه لانها تنكسر,0
حلوه ومناسبه بالنسبه للسعر,0
شكل وهمي راءع بكل المقايس علي السفره وفي العزمات لازم تقتنيها الشوكه والملعقه الخاصه تحفه,1
حله جميله المونيوم زي الي الصوره تنفع لاي حاجه مش شرط شاورما تنفع حله ارز كمان او لاي شيء اخر,1
صواني ممتازه مصنوعه الزجاج الحراري البايركس,1
حجمه بحجم الكف تماما وسماكته سم اول اقل,1
سيراميك جيد,1
شكل راءع حجم ممتاز خامه راءعه شكلها جميل للسلطه لازم تقتنيها لذيذه العزومات وتجيبوا معاها الملعقه والشوكه بتاعت الطقم تحفه,1
جيده وصالحه وبسعر جيد,1
ممتازه وتستاهل سعرها,1
احجام مناسبه للميكرويف محكمه الاغلاق سهله التنظيف صناعه مكسيكيه ماركه امريكيه انصح فعلا,1
شكلها لاءق وسعرها ممتاز حسبتوها تلاقوا المج فقط علي الرغم وزنها خفيف الوزن الخفيف ميزه السيراميك,1
ماشاء الله راءعه وخامه ممتازه ومحكمه الغلق لمنع تسريب السواءل وبجد راءعه لقيتها صغيره جدا تستاهل,1
خامه جيده ممتازه وعميقه انصح خاصه للي بيجهز بجد حلوه وبتتحمل,1
قويه ومانعه للتسريب وقويه الخامات وراءعه الشكل وتنفع اخد الاكل للشغل واحفظ بواقي الطعام الثلاجه انصح وسعرها لان خاماتها ممتازه وصحيه,1
تسرب الماء خارج البلاستيك داخلها,0
يتم تجربتها الماركه ممتازه وعالميه وسعرها معقول بصرف النظر مصروفات الشحن ضخمت السعر النهاءي لذلك سارعت الي شراءها,1
مقاومه للاتصاق والخدش وممتاز,1
سلعه جيده وسعرها جيد,1
خامتها وسعرها ممتازين,1
ممتازه ومانعه للالتصاق ومقاسها مناسب للكيك والتوست حتي,1
راءع,1
جميله ومش بيلتصق بيها عجينه التارت وصناعه المانيه,1
جيده جدا وتحتاج الي تغير الالون مث الذهبي والابيض وفي المجمل السلعه جيده,1
منتج جيد مقارنه بالسعر يترك بواقي الهرس الاسفل,1
بالنسبه لهذه السلعه ايليت طاسه قلي مقابض باكليت قطع ممتازه وحسب المواصفات وجيده الاستعمال,1
محكمه الاغلاق اظن ان اكثر استخدام لوضع النواشف والكورن فليكس حجم مناسب وسعرها مناب انصح فعلا,1
ممتازه جدا وانصح عملاء سوق طوم,1
ممتاذ غني عنه الشتاء,1
مسن مثبت ماده بلاستكيه صغيره الجحجم اعتقد انها تلاءم السكاكين الكبيره الحجم معلن الصوره,0
سيءه جداوتلتصق بالاطعمه ومجرد خدش الاظافر يظهر عليها يختفي,0
يوجد صرف زجاجه الخاصه والحنفيات بلاستيك ضعيف وتستهلك كهرباء عاليه ازرار للتحكم الشكل مقبول والتبريد الثلاجه جيد,0
يصلح لاي غرض خامه سيءه لايعمل انكسر اول استعمال,0
درجه نقاء عاليه جدا بجد سعرها مناسب اوي لخامه الزجاج نفسه سوق راءع والمنتج اروعه,1
جديده شكلها وتصلح للعصاءر والايس كريم,1
محكمه الاغلاق واحجام راءعه عمليه وسهله الاستخدام تحافظ علي الماء بشكل راءع انصح وتمنها لازم تجربها,1
منتج معه اكسسوارات لتشكيل الشيكولاته منتج جيد,1
صغيره الحجم لكنها عمليه جدا,1
خامه ضعيفه يوجد تغليف للسلعه,0
سلعه جيده وزنه خفيف يصلح للسفر والرحلات السعر مناسب,1
شوايه جيده ويمكن الاعتماد عليها وخامات جيده,1
بيسرب علي الموتور الحجاره ضعيفه علي الموتور,0
تصنيع محترف حجمها صغير شويه خصوصا شكل القلب القلب سرب قليل العجين خارجه,1
محفور عليها صنع المانيا قويه ومحتاجه معامله خاصه,1
سلعه ممتازه وذات جوده الصنع ورخيصه الثمن,1
الشكل الخارجي ممتاز كنت اتمني ان يكون اكبر قليلا,1
مطابقه للمواصفات الشحن سريع الباءع علي درجه عاليه الالتزام,1
سعتها لتر ممتازه لحفظ الماء او العصير وطريقه اغلاقها محكم والبلاستيك النوع الامن لوضعها الفريزر او غساله الصحون,1
الاطباق جميله جدا وخامتها ممتازه والمنتج زي اللي الصوره بالظبط,1
فلتر شمعه واحده تانك منتجاته مثيل بالسوق المصري,1
ضعيفه جدا ومستوي جزء الدوران عالي جدا الارضيه وشكلها انها خامه تستحمل,0
سكريه جميله وشكلها حلو وسعرها ممتاز,1
الغطاء محكم,1
الطاسات ثقيله ومقاساتها حلوه بالنسبه للسعر والوك كبير المقاس وتستاهل السعر وسوق مصداقيه,1
فلتر قوي وشمعات ممتازه ومتوافره ومعروفه للجميع وجسم بلاستيكي قوي,1
الحقيقه منتج جيد انا لسه مشتريه استخدمته,1
جميل جدا اعطيت نجوم بسبب التاخير السلعه,1
متوسط الاداء,0
ممتازه جدا جدا وذو جوده عاليه وسهل الاستخدام ويمكن التعامل معه بسهوله ويكفي انه الماني الصناعه انصح بالشراء ولكم مني جزيل الشكر شكرا سوق شركه منتجاتها وخدماتها راءعه,1
منتج جميل جزاكم الله خيرا,1
ده جامد اوي والرام قويه وكرت الشاشه افضل انواعه الاخر,1
سلعه جيده حدا بالنسبه للثمن الاستعمال نجد عيبا ومتوافقه تماما رغباتنا,1
اكثر ممتازه جميله عمليه اصليه راءعه,1
ينقي المياه بشكل كبير وبدون ازاله معادنها,1
عشاق الاحجار الكريمه وخصوصا الزمرد,1
والله احنا بنشجع الصناعه الوطنيه عندما تكون بالمواصفات العالميه وانشاء الله تكون اعلي المواصفات العالميه كويس التلفزيون الارضي معجز معايه تشيل وحده ال الثلاثه الي موجودين وتحط بدلها وحده تلفزيون يبقي افضل عموما شكرا لمصر,1
السلعه جيده ثمنها مقبول مصنع معروف سمعه ضمان العربي شحن سريع حافظ علي السلعه بشكل جيد,1
غايه الروعه,1
لاتعبر الاب توب كور اي لانها ناقصه الرامات وكذلك البطاريه سداسيه العلم ان الفارق بينه النوع رامات اربعه جيجا وبطاريه سداسيه يتعدي,0
منج سيء,0
ممتاز يستحق الشراء شكرا,1
منتج جميل وجيد,1
ممتازه للمناسابات السعيده,1
ممتازه جدا وحسب المواصفات المذكوره عباره كريستال البلاستيك علي لمبه الوان تنير المكان باضواء ملونه منعكسه السطح الكريستالي بالوان هادءه سرعه توصيل خلال يوم عمل وصلت سليمه وتم تركيبها ممتاز جدا والسعر منافس جدا وتستاهل السلعه انصح بالسلعه لكل الاصدقاء,1
منتج حيد جدا وانصح يملكون السامسونج نوت بالحصل حتي بصفه احتياط حاله فقد او تلف الشاحن الخاص بالجهاز,0
جيده جدا انها تضم الكابلات كابل وصغيره الحجم وسهل التنقل بيها اي مكان,1
يعمل بصوره جيده حتي الان,1
شاحن جيد وانا سعيد,1
يقوم بوزن اصغر الاشياء المطبخ الممكن تعليق الميزان علي الحاءط,1
مافيش مشكله للان طبعا مش يعتمد بشكل تجاري لهواه صيد السمك او الاستخدام المنزلي مش بطال,1
الفلتر تانك مراحل لتنقيه متوسطه للماء الحفاظ علي الاملاح بالماء بدون تغير الفلتر مصنع بلاستك جيد جدا يتحمل ومعه الوصلات للتركيب الفلتر يركب علي حنفيه المطبخ ومعه الوصلات والجلب الخاصه بالتركيب سواء الخلاط الموجود عندك بحنفيه تفك او بحنفيه تفك فلن تجد مشاكل التركيب الفلتر معه شهاده ضمان الشركه وكذلك مفتاح البلاستك لفك وربط الثلاث مراحل تغير الشمعات الخاصه يوجد خلفيه الفلتر فتحات للتعليق علي مسامير وهذا شء جيد يجعلك تشغل حيز الحوض,1
سلعه جيده بالنسبه للسعر خفيفه اوي وجسم البلاستيك بتاعها ضعيف سنت السكينه فعلا اردت سنها ماتاخدش السكينه عليها رايح جاي لازم رايح لان حجر المسن ممكن يدوب بسرعه والكاوتشوك للتثبيت قوي كفايه,1
ممتاز وعملي,1
منتج ممتاز خامه كويسه خفيفه شكلهه حلو,1
سلعه راءعه المجمل استهلا بطاريتها ممتاز,1
سلعه رديءه خامات رديءه تتناسب السعر المعدن مصدي,0
جيده جداجدا,1
ممتازه وسريعه جدا,1
سعر المنتج غالي جد,0
انا اشتريت واحده طلع صوتها سيء والتانيه الريموت اللي بيعلي ويوطي مش شغال اصلا وكمان علبه العلبتين مكسوره,0
الجراب ملاءم جدا جدا وانيق جدا جدا وتشعر بالفخامه اصبحت احب هاتفي اكثر وضعه الجراب,1
باءع محترم وصادق دي اهم حاجه السلعه المعلنه حصلت عليها,1
سلعه جيده جدا والجوده زي جوده الصوره المعروضه ويمكن افضل كمان جراب متين وقوي وكمان مش واسع علي التلفون علي مقاسه بالظبط,1
مماز وراءع ويعطي احساس بالفخامه والامان للموبايل,1
منتج جيد ومطابق للمواصفات,1
القيام باجراء مكالمه يستطيع الطرف الاخر سماع الصوت بوضوح لانخفاض الصوت جدا,0
جي,1
جراب ممتاز جدا بجوده تصنيع عاليه يحمي اطراف الهاتف وفي الوقت يجعله سميك انصح للاصحاب اللوميا,1
ايجابيات سلبيات ‫,1
المنتج يدعم قمت باستلام السلعه وهي تعمل خاصيه,0
جراب راءع وشكله مميز يزيد السمك الكلي والوزن الكلي للموبايل,1
اشتريها ماتخافش مش هتندم والله,1
السلعه ممتازه ماركه وليس ماركه بالصوره,1
سعره راءع وشكله جميل جدا,1
سيء جدا جدا جدا ولم استفيد نهاءيا,0
سلعه ممتازه لزقه حمايه الشاشه جيده الغلاف الخارجي ممتاز الحمايه وحجمه ممتاز جدا ويوجد ايضا ازرار اضافيه للزقها زرار القاءمه,1
ضعيف,0
اصليه ممتازه,1
غطاء البطاريه لونه سيء جدا مطابق للون الاصلي غطاء البطاريه لايغلق تماما لاينصح بشراءها,0
قمت بشراء السلعه وصلتني اليوم والمنتج فعلا اصلي واكثر راءعه شكرا علي امانتكم انصح يمتلك جهاز نيكسس بشراء الجراب,1
بالنسبه لجراب الهاتف سوني اكسبيريا سي فالسلعه ممتازه وفي حاله جيده جدا نشكركم علي ونرجو التوفيق داءما,1
كنت اتوقع انها جيده لاكن العكس الصحيح استخدمها لانها بالفعل سلعه رديءه المفروض الباءع وضع منتجات جيده لتكون مصداقيه,0
جيد سعر مناسب,1
اشكر علي الوفاء بوعدهم,1
سيءه اللاصقه تخدش بسرعه,0
حراب حلو ولطيف جيب للفيزا معاه كمان حافظه شاشه وسعرو بلاش,1
انصح بشراءه,1
ال توقعته واكتر كمان خامه عاليه الجوده يحمي الموبايل كافه اطرافه يستاهل ادفع ويستاهل وقت الانتظار اوصي بشده شكرا سوق كوم,1
الجراب ممتاز صراحه يعيبه انه كبير ياتي بلايجاب ناحيه المتانه فهو مصنع خامات ممتازه ومايميزه الحمايه العاليه للهاتف,1
سلعه ممتازه جدا خامه ممتازه جدا,1
سلعه لابد لحمايه الهاتف واعطاءه رونقه,1
ان المواصفات المعلن عنها بالموقع نفسها واقدر اختياركم للجوده,1
الباءع ايمن ده راجل محترم مواصفات السلعه المكتوبه حصلت عليها نصيحه لوجه الله تعالي للعملاء الجدد لسوق كوم متشتروش اي سلعه الا باءع يكون تقيمه فما التققيم بيكون للمشتري اللي استلم السلعه وجربها فبيكت رايه بناء علي تجربه فعليه,1
المظهر ممتاز والخامات مقبوله انا نادم علي الدفع مقابل السلعه الجديده,1
راءعه الشكل واللون والابرز حصولي علي سكرين بروتكتور كهديه شكرا,1
الجراب شكله كويس جدا ده الخامه نفسها ممتازه الفتره الي جالي كويه مكنس اي تاخير,1
الاسكرينه نفسها كويسه تركيبها سهل,1
اشتريت الحافظه دي بالرغم الشكوك كانت بتساورني تجاهها علشان,1
صوتها عالي تعمل كسماعات او تتقفل بتكون حجم البرتقاله الصغيره وتعمل لخمس ساعات بشحنها بشاحن موبايل ساعتين تلاته,1
جيده خاماتها متوسطه,1
السلعه كانت ممتازه وجودها راءعه بالنسبه للسعر ايضا انصح صراحه,1
جيد شكرا,1
الغلاف المطاطي سقط اول استخدام الجوده الرديءه للتصنيع,0
المنتج جيد ويعطي حمايه قويه للايفون وشكله شيك ولكنه ثقيل الشيء,1
بصراحه افضل جراب ممكن تجيبوا لل,1
ممتازز,1
الخامه ممتازه جدا تسرع التوصيل يكون افضل,1
عمليه جدا حمايه الهاتف الشاشه الخلف بحيث يظل لسنوات وتنزع اللاصق تجده بحالته,1
جميل واتمني التاجر توفير فليب كوفر للجهاز مايكونش غطاء يتم وضعه نزع الغطاء الاصلي للبطاريه,1
الخامه الخاصه بالجراب رديءه جدا قشر تاني يوم,0
حامل جيد خامه جيده جدا ومتهياءي ينفع لاي نوع مويايل او جي اس او حتي كاميرا ديجيتال انا معايا اس فور زوم والموبايل ده مافيش اي حامل يتوافق معاه الحامل ده الوحيد اللي نفع معاه والكاميرا كمان ممكن تشتغل والموبايل الحامل بصراحه ممتاز,1
السلعه ممتازه وخاصه ممتازه وحافظه عمليه جدا,1
افضل المنتجات سوق دوت كوم علي طول,1
متينه تعطي شكل راءع للتليفون تكون فقاعات هواء تحتها,1
منتج جيد بنسبه كبيره يتميز بصغر حجمه نسبيا يسمح باستخدامه اي مكان وصوته واضح وعالي بشكل جيد وغير ثقيل,1
سء جدا ولم تعمل,0
سيءه للغايه,0
السلعه جيده بالمره الان تعمل ارجح لاحد ان يشتريها لانها سيءه جعلت بطاريه الايفون تنفذ بسرعه حتي ان استخدمت اي شاحن اخر,0
سريعه جدا النقل اسرع فلاشات اغلي تانيه كتير وسعرها مناسب جدا والتوصيل سريع تاني يوم وصلتني رغم اني المحافظات,1
ممتازه وسريعه,1
منتج جيد جدا مقابل للسعر المنخفض,1
معدل سرعه الفراءه والكتابه جيدا بالنسبهو لسعرها حاليا نسخت جبجا اقل نت دقيفه الي الفلاشه نسختهم اقل دقاءق ومازلبت اتابع الاختبارات وشكرا,1
انصح بشراءه والاحتفاظ كمخزن معلومات امن متنقل,1
السلعه ممتاز نتمني المزيد التخفضيات والعروض اشتراه اخرون بالمقارنه بالخارج فسعرها معقول الاغرب تفواض الاسعار علي الموقع لنفس السلعه يخوف المشتري,1
الفلاشه رءعه وسريعه الجيل الثالث كينج تعمل ايضا سرعه النسخ تقرياب الي ميجا الثانيه علي ولم يتم تجربتها علي واعتقد انها ستكون بسرعه او ميجا الثانيه,1
المنتج جميل شكله ومواصفاته,1
ممتازز,1
شكرا,0
الجهاز فرنسي الاصل ويتم التجميع الصين التصميم انيق جدا,1
انا نفسي بستعمله شهور تليفون شيك وشاشه كبيره وسريع علي النت وكاميرا نقيه جدا ميجا وسعره قليل علي امكانياته,1
ممتاذ جدا,1
الثلاث شراءح تعمل وقت,1
انا ملقتش موبايل ارخص ده ومعاه ضمان وعليه سكرينه متركبه وخامته جيده شبيهه بالسامسونج وكل الامكانيات كلها موجوده الرام قليله بيتقل استخدمت اكثر تطبيق والذاكره قليله,0
موبايل ممتاز مواصفات مطابقه للاعلان تماما شبكه قويه شكرا لشركه علي المصداقيه العروض المستوي العالي للسلعه,1
عملي وشغال وانصح وسعره مناسب جدا وامكانياته حلوه جدا انصحكم وعيوبه يوجد كاميرا ثانويه,1
اشكركم اولا سوق علي العرض الجميل ده,1
الامكانيات كويسه ماعدا الرام ميجا,0
سلعه جيده وراقيه وجميله كامرتين اماميه وخلفيه شريحتين اتي معه ذاكره جيجا وسماعه انيقه وشاحن وكرت ضمان حجم الشاشه بوصه وليست ونص مكتوب علي غطاء الجهاز صناعه فرنيا لاكن داخل الجهاز مسجل الصينالصين,1
الموبايل ده انت بتحب الشكل كده مش هامك السرعه اشتريه بتلعب جيمز كده بلاش احسن,0
ممتاز والسعر غالي شويه,1
موبايل اكثر راءع وعرض علي سوق كوم مثيل فهو اقل السوق الخارجي تقريبا,1
الهاتف جيد جدا وحجم الشاشه اكثر راءع ويعمل بشريحتين يعيبه الا صغر مساحه التخزين الداخليه وعدم توافر تحديث لنسخه اندرويد كات حتي الان,1
جهاز جميل جدا النواحي الذاكره الداخليه,1
موبايل ممتاز,1
ممتاز مواصفات جميله شيك خفيف امكانيات الجراند تو احسن الحجم عشان السرقه ومش فشخره,1
الجوال جيد يضاهي اجهزه الجلاكسي تعمل بنظام اندرويد وقد يتفوق عليها بالصناعه لان صناعته فرنسيه,1
امكانيات راءعه بالنسبه للسعر,1
جيد الحاجه,1
صفقه ممتازه بكل المقايس,1
ممتازه بكل المقايس وافضل سامسونج ومفيش تهنيج تجربه شهر استعمال رغم فتح التطبيقات الكتير,1
افضل سامسونج الا بنفس الموصفات منتج راءع وسعر راءع وباءع راءع شكرا سوق كوم,1
مناسب لسعره,1
بالنسبه لسعره الجهاز عملي جدا ويستحق السعر المدفوع ان تصميمه انيق وحجمه مناسب انصح لصديق,1
ممتاز,1
الجهاز اي دول اكس فقط وليس اكس بلص وسعر الجهاز كدا زي الجديد بالضبط ويمكن اعلا كمان ياريت الباءع يكتب تفاصيل الجهاز وامكانياته حجم الرام والسي يو عشان الواحد كدا اشتراه بيكون بيشتري سمك ميه زي مابيقولو,1
وزنه خفيف شكله جميل بطاريه ممتازه شاشه جميله,1
جهاز محترام جدا,1
حجمه صغير وبيجي معاه الحامل بتاعه وجودته عاليه وسعره رخيص جدا مقارنه بنقاء صوته,1
ممتازه جدا جدا تمنياتي لشركتكم بالنجاح الداءم,1
شكل وخامه ممتازه,1
انصح بشده,0
سرعه الكتابه القراءه مكتوب علي الغلاف ميجا اعتقد اكتر اني اختبرها ببرنامج بنش,1
اشتريت المنتج سوق استخدمها استخدام سيء تالتحميل الزاءد عليها او,0
ممتازه وكلها مميزات والكل يحتاج اليها,1
ماركه محترمه جدا,1
جحم صغير وقدره عاليه والاهم انه الدرجه العاشره تضمن سرعه فاءقه نقل البيانات والسعر مناسب والمعلومات التوضيحيه بالموقع صادقه انا سعيد جدا لاني وجدت الصدق المعلومات علي موقع سوق والدفع الاستلام ميزه هامه تطمءن العميل ضد عمليات النصب الالكترني تحياتي,1
السلعه وصلتني ممتازه وسريعه النسخ والنقل,1
عطر اصلي راءحته منعشه الشحن سريع خلال يومين فقط شكرا للباءع ان شاء الله ان يكون داءما عروض جيده,1
ممتازه عمليه وسعرها معقول جدا,1
راءحه جميليه واهديه مطابقه للاسم,1
راءعه بكافه المقايس لمحبي العطور الشرقيه العربيه ثبات رهيب فوحان طبيعي قوه واضحه افضل انتجت سانت دي بونت السعر يعتبر جيد جدا اذا قورنت بمونتال عود مثلا,1
فعلا جوده عاليه بسعر قليل,1
المنتج جميل وراءع كشكل العبوه وراءحته الذكيه,1
عطر راءع جدا هادي جوده ممتازه,1
البرفيوم اوريجنال وبيقعد كتير جدا,0
راءع جدا بالنسبه لسعره,1
المنتج المنتج الاصلي يوجد ثلاثه احجام مم يوجد بمصر حجم مم,1
ثابته جدا وراءعه وممتازه وذات راءحه فواحه بجد روعه,1
عطر شتوي مميز اجمل العطور الثابته الفواحه,1
هادء وجميل,1
شكلها جامد بجد وريحتها اجمد بجد حلوه اوي اوي اوي,1
راءحته مميزه جدا اعتقد ان درجه الثبات جيده السعر مبالغ اعتبار ان المنتج ايطالي اصلي مناسب للشباب ساشتريه مرات اخري,1
عجبتني,1
جيد جدا اكثر راءع,1
ايجابيات سلبيات,1
جميله الصراحه ومميزه وثابته الملابس وانا حبيتها نفسي,1
عطر جميل قوي يدوم ساعت وفوحان ممتاز وسعر لايلعله بقنينه ملي غني التعريف ويعتبر اقوي العطور متوسطه السعر,1
المنتج عالي الجوده خاصه بالنسبه لسعره كمنتج لشركه عاميه معروفه فهو سعر مناسب جدا ايضا مناسب الكثير الاوقات المناسبات الخاصه لاكثر فءه عمريه بالاضافه الي ان راءحه فواحه ثابته جدا,0
برفان راءع,1
العطر فواح وجميل,1
اجمل البرفانات استعملتها حياتي,1
راءحه جميله ونادره,1
جميله فعلا,1
راءحه البرفيوم جميله وهادءه وسعره ممتاز يدوم طويلا,1
جميله واعجبتني وبرسيف غنيه التعريف اكيد ليه سعرها مش ثابت انا اشترتها كانت ارخص كدا بكتير,1
افضل عطر بدون منازع وانا ذكرت حسناته ارجو عمل عروض فتره واخري لان اللي يجربه صعب يستغني عنه المنطقي ان اشتريه مره ومره,1
افضل العطور اقتنيتها بسبب راءحته الجميله قوه العطر بقاءه الملابس مده طويله يبقي اثر علي الملابس,1
تحففهه,1
برفان راءع جدا وراءحته ممتازه ويدوم طويلا افضل منتجات ايفون علي الاطلاق وسعره اكثر راءع,1
قويه جدا,1
خفيفه وغير ثابته تدوم طويلا راءحتها خفيفه تكاد تشعر تدوم علي الملابس اقوم بشراءها مره اخري انصح بشراءها,0
ممتازه اجمل برفان وانصح باستخدامه والسعر مناسب جدا بالنسبه لهذه النوعيه,1
تحفه بجد شكرا سوق كوم,1
حقيقي اكثر راءع شيك جدا ومميز انه اودو تواليت مش برفان,1
ماشاء الله ممتازه وانيقه جداوشيك اوي لبسها ويمكن التحكم طولها وقفلها حلو وامن جدا,1
العطور القليله الي تستمتع بيها انت يستمتع بيها الناس الي حواليك ثابت وفواح بدرجه جيده جدا مش مبالغ,1
يشبه الذهب الاصلي وخامته جيده,1
عقد تحفه,1
موجات الراديو اشارتها عاليه سرعه قراءه الفلاشه او الميموري صوت نقي جدا جدا ضوء قوي جدا للكشاف,1
ضروري لكل هواه الطيور,0
جيد لمن يعطي قراءه مختلفه مره,0
ميزان شكله جيد وانيق وحساس حتي جرام ويعمل بالبطاريه الداءريه الشكل بطاريات الساعه,1
ميزان عملي وسهل ويمكن التحويل للوزن بالرطل وسعره ممتاز وارخص خارج السوق شكرا سوق كوم يوم مصداقيتك تزيد لدي,1
معقول الصوت ضعيف,0
سلعه جيده انصح المشترين صوت ممتازه وجود كرات صوت جيد الكمبيوتر وممتاز ايضا اليو اس والراديو وجود بيس وتربيل ممتاز بمقياس درجات,1
منتج اكثر راءع وبضمان,1
السلعه ممتازه المواصفات ان سعرها اللي اشتريت بيه مناسب جدا وبصفه عامه انصح بشراء السلعه,1
جميله جدا وصغيره تاخذ مكان مدخل اليو اس استغني عنها اي مكان,1
كفاءه عاليه جدا وسهله الاستخدام وتستطيع ان تستخدمها الارسال السعر ممتاز وميزه الهواءي تستطيع اطالته بسلك دش عادي وتستطيع ايضا ان تنزعها بسهوله تسخدمها قت الحاجه علي اكثر جهاز ميزه اليو اس,1
العلبه جات مقفوله وسعرها كويس جدا وشغاله تمام الحقيقه الباءع داه سقه والشحن جيه متقفل كويس جدا شكرا,1
ممتاز وفوق الممتاز جدا وانصح التعامل التاجر تم تجربه الشريحه الجوال البيت وصار قوي واشاره قويه,1
منتج سء يعمل وطريقه شحنه صعبه اخد وقت طويل للوصل,0
يءثر اداء الشبكه البطاريه عديم الفاءده وهدر للمال,0
منتج حدبث قي سوق الاليكترونيات وبلي الاحتياجات المتنوعه الكشف علي انواع متعدده الكابلات,1
خامه جيده,1
تعمل اكثر شهر وهي الان جثه هامده,0
تم البطاريات علي الشاحن لمده ساعات ولما تم التشغيل تشتغل سوا اقل ساعتين فقط يوجد مءشر يدل علي انتهاء الشحن,0
سهل الاستعمال وخصوصا كمفك ربط وفك,1
