text,polarity
المنتج يكون بجود عاليه,0
عندما استلمتها فتحت مغلف شركه الشحن يظهر شكل السلعه انها استخدمت مستعمله وعندما بدات استخدم الجهاز اول مره جيدا اليوم التالي الشراء اصبح يعمل الاساس فعرفت تخلا عنه صاحبه وانا اريد ان اتحدث صاحب السلعه,0
مره مش كويس انصحش حد بيه بصراحه افضل منتجات ممكن تشتريها منتجات سوق شوب افضل وعن تجربه الاسم شاحن جوال جالكسي وفي الاخر لسه نشتريله وصله علشان تستعمله المفروض انه شاحن وتحدد انه بدون وصل الصوره تكفي انا قولت انه اختراع جديد وكاتب سهل التنقل قولت يمكن الوصله تبعيته بتستخبي جواه كويس اختراعات يلا قدر الله شاء فعل رمضان كريم,0
الحقيقه صناعه سيءه لايتناسب حجم قدرته المذكوره انه لايشحن الجهاز سوي مره ونصف فقط ززثقيل مرن,0
احذركم هاذه السلعه اومن الباءع نفسه,0
اخترب انا بعدي استخدمته اول شي جربته اشوي استوي بعدين يوم كنت بجربه مره ثانيه استوي حاولت وايد نفع خلص يعني اقدر استخدمه مره ثانيه,0
رديءه جدا ومافي جوده الصناعه جدا رديءه تشحن الا مره وحده فقط,0
بسم الله,0
وحشه جدا ومكملتش حتي,0
ضعيفه جدا شحنت جلكسي نوت لمينتهي الشحن وفضيت البطاريه بسرعه رديءه جدا,0
سيء,0
جيد المفترض الشرح بشكل اكبر حجم الجهاز لان الصور داءما تكون خادعه وذلك امل توضيح حجم الجهاز سم,0
الشاحن مكتوب انه وهذا يعني انه يشحن موبايل النوت اكثر مرات التجربه الشخصيه بشحن الموبايل مره واحده فقط ولم يكمل المره الثانيه وهذا يعني ان قوه الشاحن لاتتعدي ال ملي امبير,0
شاحن سء لايسطيع شاحن الموبيل مره علي الاقل,0
ليتم شحن الجهاز نفسه يوجد وصله مخصيصه لادخالها كبس كهرباء وتضطر الي استعمال احد وصلات الشحن الملحقه بالاضافه الي جلب وصله خارجيه عندك للتحويل وصله يو اس الي فيشه كهرباء والغير ملحقه بالجهاز ايضا,0
جوده الكيبل سيءه جدا يدم معي سوي ايام قليله,0
شغلته واول مره اشغله ضرب عليا ينفع العلم عندي شكل الشاحن ممتاز الشاحن اول مره حطيته طلع صوت شراره وربي لطف وسلم ولي تقريبا اشهر تبدلت السلعه رجعت فلوسي ومماطله الباءع,0
جهاز ممتاز جدا وانصح,0
مناسب بالنسبه لسعره,0
يوجد فلاش للكاميرا ودقه الكاميرا سيء,0
السعر نار,0
الكاميرا ضعيفه والجهاز يعلق احيانا,0
سء سء سء,0
حصلت باقل الف موقعهم,0
يجب تخفيض السعر ليتناسب بقيه العروض,0
السلعه سيءه تصلح للاستخدام البطاريه جدا ضعيفه بشكل عام السلعه غيرجيده استخدمت الموبايل لفتره قصيره لصعوبه استخدامه موبايلي عادي توجد اي مميزات واللون الذهبي عالاطراف مكتمل يشبه الموبايلات المقلده واعتقد انه تقليد مب اصلي,0
سلعه بالمواصفات المطلوبه عيب خطير ان الجهاز يسخن ويعلق ويعيد تشغيل نفسه,0
بطيء يتعلق,0
الجهاز صالح للاستخدام وخاصه قررت انك تستخدمو مكان جهاز افضل منو,0
لايوجد تقيم للمنتج,0
سيء جدا جدا جدا كتقيم عام تفصيلا الكاميرا تصل ابدا ميجا بيكسل رديءه الاماكن المغلقه تصل ميجا الاساس الوانها طبيعيه جوده الصوره عموما سيءه الذاكره الداخليه جيجا بايت انما جيجا بايت الهاتف يسخن جدا تشغيل الانترنت يفصل الشريحه تشغل الانترنت فيكون بلا قيمه الاساس الشبكه ال موجوده علي الشريحه الاولي فقط يمكن تحديث النظام الي اصدارات احدث نظام الاندرويد ال دقيق بالمره فهناك فرق المكان يظهرك بحوالي او متر داءما يصدف ان يظهرك مكانك مره واحده,0
بصراحه اشتريته علي بالي واتس دام تويتر وفيس بوك تفاجات انه مافيه ولايدعمه هالجهاز,0
قمت بطلب الجهاز وتبين انه يحتوي علي لغه عربيه,0
شلش مره,0
سعره اقل وفيه فلاش كنت قيمته اكار كدا فشل واضح سوني انها ماحطتش ليه فلاش,0
عملي ومناسب,0
اشتريت السلعه علي اساس انها جديده ولكني فوجءت مستعمله وفيها عطل باور الكهرباء ان الهاتف يخسر الكهرباء بسرعه رغم اني اشتريت بطاريه جديده اصليه,0
سعر مبالغ جدا جدا جدا,0
السلعه غاليه وسيءه اسوء سماعات اشتريتها,0
اكون صريحه السلعه الكثير الاشياء السيءه,0
السعر مبالغ اسعار بلاك بيري نزول العلم ان الجهاز اول اصدارات النظام الجديد وكان يعاني المشاكل,0
سلعه سيءه والباءع اسلوبه سء للغايه انصح اعطيه نجمه واحده,0
عملي,0
السلفي ستيك مافيه اي ازرار,0
توصيل الباءع ممتاز لاكن التاخير ارامكس كالعاده السلعه كانت الوصف وسعرها افضل سعر موجود ويعتبر رخيص جدا مخصص اكثر للجوالات وجيده نوعا علي الكاميرات,0
السلعه للاسف تلفت اول استخدام السبب انها ماءعه جدا مستويه صلبه اول عمليه سحب تتحول الي قطعه متداخله صعبه الفك والرجوع لوضعها الطبيعي,0
ترتقي للمعيار المطلوب,0
الغطاء انصح ابدا لغلاء سعره الفاحش وفي النهايه عادي جدا,0
صغيره الحجم وتثبيت الجوال عليها عملي,0
جراب لايحفي الهاتف كليا ازته ثقيله صينيه درجه رديءه انصح افضل ان تقتنو حافظه كامله للجهاز افضل,0
الكفر يخدش الجوال ويضعف اتصال الواي فاي يحمي الجوال وسريع الكسر وللاسف اشتريت قطعتين ولزوجتي ورميتها,0
اللون الابيض اختيار موفق انصح باختياره حيت انه سهل الاتساخ يصعب تنظيفه,0
اللصقه اصغر حجم الجوال تبقي الاطراف مكشوفه بشكل واضح,0
سعرو مرتفع جدا يستحق ال,0
اتوقعها كنت اتمناها بمواصفات ذكيه تناسب مستوي الايفون,0
تركيبه بيومان بداء ظهوار هواء داخلي,0
السلعه تعتبر جيده ولكنها عمليه اجراء اي اتصال باستخدام الهاتف,0
اشتريتها وللاسف طلعت رديءه جدا واظن ذالك بسبب السعر المخفض جدا,0
استعملت ثلاثه خمسه مشاكل زنه يسمعني الطرف الاخر احد السماعات تعمل,0
بسم الله الشكليه حلوه عيبها الجوده مو المطلوب وبصراحه بصوره شي والحقيقه شي اخر والله يوفقك الجميع,0
سلعه رديءه الصناعه وسريعه الكسر,0
سيء جدا جدا ومضحك علينا بالسعر,0
العرض الشراء ايام وبعدها نزل العرض علي العموم الساعه جيده نوعاما ولازال السعر مناسب استخدمتها,0
المنتج جميل لاكن جرير بدون تخفيض,0
يكن كنت امله لكنه جيد وعملي,0
المنتج يصلح للسباحه وليس للغوص لذلك مطابق للوصف,0
يستحق الشراء,0
روعه,0
منتج سيء جدا يليق بلموقع ان يسوقو لمثل منتجات سيءه,0
تركب علي ايفون,0
الجهاز لايقبل الشجن شغال الكشاف حاله التوصيل المباشر فقط يعني السلعه خربانه علما تعاملت باءعين ولم اواجه اي مشاكل,0
حتي تجربتها عده اجهزه زالت المشكله نفسها,0
السلعه اصغر المتوقع بكثير وغير مكتوب ابعاد السلعه بالمواصفات والعلبه الخارجيه مهترءه وعليها لاصق,0
سيء الشحن,0
خساره كانه قديمه جدا,0
سيء جدا ويستهلك كميه كبيره البطاريات لازم تركب بطاريه جديده يوم تبيه يشتغل كويس وبتلاحظ صعوبه استخدامه واستهلاكه العالي للبطاريات,0
انصح بعدم شراءه سلعه سيءه للغايه وغير دقيق,0
علي الكفاءه المطلوبه او المتوقعه,0
راءحته مث العطور الرجاليه يعجبني ابدا,0
سيء للغايه يكفي انه مقلد,0
جوده اقل بسعر اقل وليس تخفيض للاصلي,0
كنت متحمسا للسعر والمنتج للاسف العطورات التجاريه بسوق الجمله,0
عطر مغشوش الريحه ماتجلس ساعه,0
العطر مافيه ميزه اول حاجه الريحه تبعه مو ثابته مدتها ساعه ثانيا مو فواحه ثالثا مو طيبه رحيته مره عادي مايستاهل,0
انصح بشراءها لاني انا اشتريتها وجدتها رديءه جدا,0
للاسف العطر ثبات ابدا,0
الرش يتسرب العطر اسفل الغطاء البخاخ ادخلني حاله شكك خصوصا ان الاصلي يمكن ان يتسرب الساءل اسفل غطاء البخاخ جعلني استخدمه بنظام التقطير الاعلي,0
جيد ناحيه تركيبه العطر وراءحته جميله فواح لفتره طويله يتميز بالتركيز والثبات علي الملابس او الجسم ربما مناسب للمناطق الحاره او طلب الوكيل ان يكون بهذه الدرجه التركيز الغير قوي بالامكان طلب نوعين الشركه المصنعه نوع قوي ومركز ونوع خفيف كهذا لمن يعانون حساسيه او التهاب جيوب انفيه الفرق السعر شكرا,0
العطر بمثابه التاج والعلامه البارزه لهذه الماركه العريقه شانيل عطر جذاب بكل ماتعننيه الكلمه رولي مثير للنساء بشكل عجيب واقع تجربه طويله,0
العطر نوعا جيد وراءحته فءه البهارات ولمن يحب الفءه العطور انصحه ياخذ العطر,0
تواليت للحلاقه راءحه سلبيه,0
راءحته خفيفه جدا وثباته مرضي,0
ريحتها الكالونيا طبعا راي الشخصي وفي الاول والاخير اشكر سوق دوت كوم علي ماتقدمه خدمات,0
عطر راءع جدا انه يصنع اكثر سنه الا انه لازال بنفس الجوده والراءحه ذاتها تتغير,0
انه صناعه فرنسيه اذا صحيحا,0
سي جدا,0
مرغوب يرجي استرجاعه عاجل اجل,0
يعجبني ومختلف,0
اعتقد ان العطور اصليه,0
انصح احد يشتريه,0
راءحت العطر جميله مقارنه العطور المعروضه سبق وان اشتريتها الحجم والشكل صغير مناسب,0
بقاء الراءحه يدوم لخمس دقاءق او اقل,0
اسواعطر مايستاهل المبلغ سيء جداجدا,0
منتج راءع جدا,0
سيء عدم الثبات,0
انصح ابدا,0
تعجبني راءحته اشعر كانه اصلي,0
سيء جدا,0
احس انه معروفه راءحته ولانصح,0
شكرا واتمني التوفيق والنجاح,0
جميله وجذابه اللون يثبت جميله وجذابه اللون يثبت جميله وجذابه اللون يثبت جميله وجذابه اللون يثبت جميله وجذابه اللون يثبت,0
ناقص لايوجد شاشه الريموت لايعمل يشغل لايستفاد الجهاز,0
الجهاز يحسب الريال السعودي يحسب فقط عدد الاوراق المدخله يعني تضع عشره اوراق فءه مءه يطلع الناتج عشره,0
تصلح,0
السلعه مجديه تفيد للغرض المشتراه اجله استخدمتها ان اشترتيها الموقع وليس فعاله وانصح بعدم شراءها,0
المنتج مضروب,0
صراحه تفاجءت بالخاتم سيء جدا لونه كانه مكتم بزياده وتحسه مطعج وغير مصقول كانه حبات الرمل صراحه انصح بهذه السلعه,0
الخاتم عكس المتوقع الكتابه باللون الرصاصي الباهت يصعب ملاحظتها عكس جاء بالصوره انها باللون الذهبي الواضح سمك الخاتم ضعيف اشكر الباءع التزم بميعاد الارسال خاب ظني توقعت ان يكون علي اقل تقدير يشبه خاتم سلسله لكنه بعيد الي حدا عنه,0
جيد سعره مبالغ,0
انصح بشراءها لانك تستطيع شراء نوع اخر افضل بنفس السعر فهذه سجاده لاتقي الشمس خاصه اذا صليت باحه المسجد الظهر,0
المصداقيه بالعروض المقدمه الشركه ان يكون تخفيض بالسعر ويتفاجء العميل بالخدمات السيءه البيع وان تكون العروض صحيحه واقعيه,0
اسعار بنفس الجوده ونفس حجم الكميه وبقيمه,0
رايت السلعه اسواق التجهيزات الصوتيه بسعر يتعدي ال سعودي,0
ايجابيات سلبيات كرت التقاط فيديو قنوات وصله اربعه مداخل ايزي كاب,0
انتظار البوليصه حتي يتم ارجاع الشحنه,0
سعر مناسب,0
المنتج صيني وحجمه مطابق لحجم البطاريه الاصليه مايجعل مشكله,0
جهاز راءع فعلا دقه الوضوح عاليه جدا وجميع ملحقاته كانت كامله,0
اول شي مكوناته ناقصه ارسلوا سلك واصل الجهاز والحاسب ثانيا يصلح لمدرسه لبيت لانه يطع صور واضحه وانارته جدا ضعيفه والله يستاهل نجمه واحده,0
تم استلامها مكسوره ولم تكن شكلها المعروض الموقع وصغيره الحجم والمايك سلكه قيره ظننتها سلكيه وسعرها مناسبا لامكانتها,0
جيد الدقه والوضوح سيءه,0
انا اشتريت البرينتر دي جوده الخط وكسعرها وحجمها كويسين اوي المشكله انها حبر يعني يخلص الحبر لازم اشتري غيره سعر غالي انا لسه قدامي الاختيار كنت اشتريت ليزر احسن الحبر وكمان حبر بيخلص بسرعه جدا منصحش حد يشتري الحبر دي,0
الجهاز سء جدا استعمله مرات فقط وتعطل توصيله علي ولاعه السياره حرق الفيوز الخاص بالولاعه يسخن بسرعه شديده صناعه رديءه,0
بطاريه الشحن تنفذ بسرعه ولم يصل الي المستوي المطلوب,0
لاتتحمل مجهود العمل ان صناعتها رديءه,0
جميل ومريح الاستخدام,0
سيء جدا لانصح صديق,0
تجربه السلعه اتشح انها لاتجدي نفعا اي حال سواء الكيس رقيقا او سمسكا,0
سيءه جدا,0
سيء اسم حزام تخسيس فقط انصح احد باستعماله وهالغرب لعبو علينا بالداعيات ويثيرون الشخص المسكين والله جلس يشتغل مايقارب نصف ساعه دقايق اعيد التشغيل جديد مانزل نقطه عرق حراره فقط والاهتزاز يدوخ الراس ويقلب الكبد,0
استخدمته اشهر وساعدني تقويه عضلات الكتف والبطن والظهر تسبب بالام الركبه تخشن الركبه,0
راي السلعه مقبوله السلبيه الكبري يوجد طريقه لتعليقها علي الجدار او الباب فانا حاولت واتبعت كتيب الارشادات ولم تفلح الطرق توجد طريقه واضحه بالكتيب,0
منتج جيد وليس عملي,0
كبيره وعفشه شويا,0
جيده وخفيفه جدا انصح ابدا,0
سيءه جدا وليس اي فاءده كانك حاطط موبيل عامل فيبرايشين علي رقبتك وتسبب الم ولانصح اي شخص ولاسف ارغب اعادتها,0
جيده نوعا توقعتها اعلي جوده,0
البانر العلوي المسءول تثبيت القطعه باعلي الباب مصنوعه البلاستيك,0
الشاحن جيد انحرق يعمل,0
مقاس البشر مش متحرك حجم الخضار المطلوب مقاسات كبيره ال خضار حتي يتم البشر التقطيع جيدا,0
جوده المنتج سيءه جدا وغير عمليه وتشعر بانها ستكسر يدك,0
منتج يصلح لشء,0
مو كويس وغالي جدا,0
السلعه تجرب واعتقد ان السلعه كانت العرض وليس جديده لوحظ عليها اثر استخدام وتشقق الجلد الخاص بالمقعد,0
نصف نصف,0
سلعه جيده صغيره الحجم وغير مناسبه للجسم المتوسط والكبير ونوع المطاط شديد جدا والسلام عليكم ورحمه الله وبركاته,0
ربما الجهاز يعطي اداء فعلي,0
مش هذيك الجوده وحجمها اصغر ايدي صارت بتشيل الشعر,0
لحد الان التجربه وصعب نحكم علي السلعه التجربه النظره الاولي اري انها تءدي المطلوب شكرا للجميع,0
السلعه سيءه وغير قابله للاستخدام باي شكل الاشكال لوجود عيوب صناعه خطيره الخامات والتفصيل بمجرد لبسها تتقطع وتنفصل اجزاءها يمكن اصلاحها نهاءيا وارجو ارسال اي فني لمعاينتها بنفسه ولاتصلح لجميع المقاسات,0
السلعه جيده نوعا الشراء اتضح بان سعرها مبالغ نظرا للخامات ونوعيه المخده والقطعه السوداء تغطي العين,0
جدا سيءه مصنعه خامات مطاطيه سيءه جدا وبها راءحه جدا كريهه ان جوده التفصيل بدرجه تسمح ان تكون عمليه وغير سهله بالاستخدام والارتداء,0
السلعه جيده ولاكن السعر مبالغ,0
خامه ردءيه ودرجه تانيه,0
الشورت مقاس اكس لارج واسع جدا مش مقاس اي شخص طبيعي اصلا انصح اي حد يشتريه حتي ببلاش,0
يوجدسلبيات لهذه السلعه وهي رداءه التصنيع يتم تمزق اطراف المنتج كثره الشد,0
خامه رديءه تتمزق بسرعه مقاس صغير جدا يناسب الناس البالغين ابدا,0
سي جدا انصح بشراءها,0
التقيم للمتج ناحيه الجوده,0
السعر مرتفع مقارنه بجودت المنتج وعمليه التخزين للسلعه رديء جدا او انها مخزنه منذو زمن طويل,0
يناسب معي,0
ممتاز والسعر مناسب,0
المنتج قديم جدا يناسب ايباد اير,0
طاءره فاشله تطير عندي انواع كثيره الطاءراه لاكن نوعيه سيءه,0
تطير الا مره واحده ولم تعد تطير نهاءيا تحوم علي الارض حول نفسها,0
مصابيح اماميه قويه لتوفير رءيه واضحه يوجد اي مصابيح مجرد لستكرات فقط,0
قديمه وتحل علي اليدين للاسف اللون الازرق لايلامس شيء حتي يحل ويعلم,0
انصح بعدم شراء هاذي السلعه لانه مناسبه ولاتعمل مجرد دميه صغيره وسعرها غالي وغير مناسب لحجمها لان سعرها الحقيقي يتجاوز المفروض,0
المنتج راءع جدا وممتاز ورق العب اصلي,0
صناعه سيءه,0
اشتريت المنتج العجلات المضيءه لاتعملل الا فقط تصدر صرصره وغير موزونه يستطيع الاطفال العب الا بوجود نزله الارض اما علي الاراضي المستويه فهي ثقيله تتحرك بسلاسه,0
بصراحه اشتريتها لابني الصغير وانصدمت انها تطير تستجيب بسررعه,0
الصراحه الكور جدا خفيفه اقل ضغطه انغفست,0
لايوجد شاحن,0
استلمتها واكتشفت ان احدي المحاور تركب العجله مشوه ومبتور وناقص احدي الجهات فالعجله لاتثبت للاسف الشديد ونطلب الله العوض,0
السلعه لعبه جيده نوعا للاطفال سن الخامسه لكنها كاللعبه اللي الاي باد ترا توم يتحرك ويتفاعل بصوتك شاشه وهميه البلاستيك,0
منتج سي جدا انصح,0
يعجبني ابدا ولم نستطع استخدامه بشكل جيد بسبب بطء شحنه فقد تم وصله بالشاحن لثلاث ساعات ولم يشحن الا ٪ اول استخدام,0
يوم سعر يتغير والبطاريه تفرغ بسرعه رهيبه ومدخل الشاحن بيخرب بسرعه,0
عمليه بالمره وغير مطابق للمواصفات وبطيءه جداجدا تاتي بالملحفات الخاصه,0
ايجابيات سلبيات طاءره هيلوكوبتر صغيره,0
الاعلان جيد وكذلك السعر الا انها لاترتقي لذلك,0
مضروبه,0
شو نوع الجهاز صيني ياباني ممكن تفيدوني,0
منتج ممتاز ومتطور لان الاندرويد كات احدث الاندرويد وكمان سعره ممتاز مقارنه بالمميزات,0
اللعبه كبيره جدا وغير ثابته علي الارض لاكنها مسليه الي حد ماء,0
فتح العلبه البطاريه ضعيفه تعمل لاكثر دقاءق,0
السلعه صناعتها رديءه اول يوم اتمزع القماش وطلعت الحشوه جدا سيءه انصح بشراءها,0
المنتج بحد ذاتته فهو جيد خامه جيده وليست رديءه المشكله تكمن السخونه الزاءده الحد والبطاريه عمرها قصير خصوصا انه شريحتين وعشان كدا انا رجعت الجهاز واخدت فلوسي مره تانيه,0
انصح بعدم شراءها,0
الشاشه سيءه جدا انها قاتمه اضاءتها ضعيفه جدا اعتقد تسبب ضرر للعين استخدمته لمده ساعه فقط عيني اصيبت اصبت بصداع وزغلله,0
انصح بشراء اي منتجات الباءع انه محترم يحترم الزبون ويتاخر شحن السلع المشتراه,0
المنتج عباره كيس حافظه للايباد اير القديم كفر بالتالي فهي تناسب الايباد اير,0
السلعه سيءه,0
لانصح باقتناءها,0
بطء جدا,0
الشاحن وعدم قدرتها علي الطيران صغيره جدا,0
خامه سيءه,0
المنتج جبد,0
السعر بالنسبه للخامه مبالغ,0
جهاز مايميزه خفه وزنه فقط عيبه الذاكره الداخليه جيجا جيجا فقط ان عرضكم يقول انها جيجا الحقيقه زلك,0
اللعبه الاصليه,0
مافي راي عدم الرضا بالسلعه وسيءه جدا تسوي اني اصحي نومتي,0
بصراحه لاتستحق قيمتها وجودتها عاليه,0
باس,0
ساعه ممتازه وغنيه التعريف,0
شء جميل,0
حجم الساعه متوسط او صغير لكان اجمل,0
مناسب,0
تتوفر ارشادات لضبط الوقت الساعه,0
الساعه كانت علي عكس مثيلاتها الساعات الرقميه اول غسل لليدين امتلات بالماء لذي فانا انصح والسلام عليكم,0
سلعه للاطفال,0
لاتعمل بشكل جيد وتحتاج الي تغير بطاريه وتكلف نصف تكلفتها الحاليه,0
ارجو سوق دوت كوم التاكيد علي سلامه المنتج شحنه,0
سيء للغايه ومقلده ولاتتعرف علي الكمبيوتر,0
انصح بشراءها مطلقا تعطلت يوم دخل الماء واختفت الشاشه عمليه ساعه الفجر تفوقها بكثير وعليها صمان دولي لمده سنه وانصح بشراءها مكان موثوق يضمن حقك,0
المفروض عدم تسويقها بالشكل والوصف المعروض تم استلامها واتضح بان السلعه مخالفه للعرض وليس اللون الفضي المطلوب وغير قابله للتحمل يمضي استخدامها اكثر ساعه حتي تعطلت واصبحت قابله للاستخدام,0
ساعهراءعه وجميله وسعرها معقول متناول الجميع,0
اتمنا الافضل,0
صراحه قررت تاني اشتري طريقكم لان ساعات وكلها سيءه التصميم,0
المواد المصنوعه جدا سيءه,0
يعجبني علي الاطلاق,0
الساعه قديه جدا تعمل حتي ان غطاء الساعه صدا وانها تعمل ابدا ان البطاريه خربانه ومتوقفه وكما انها عيوب بالصناعه بحيث ان مفتاح ضبط الساعه يعمل ايضا,0
لانصح بشراءها ضد الماء يدخل الماء الساعه مكونا نقاط داخلها خلاف مكتوب بانها تتحمل حتي عمق متر فهذا كلام صحيح,0
الصراحه انا اول مره اشتري ساعات موقع سوق وكنت خايف الجوده التجربه اتضح ان جودتها مرره حلوه وراح اشتري مره ثانيه ان شاءالله,0
ايجابيات سلبيات طقم نيو واتش للنساء,0
المقاس والحجم صغير جدا جدا,0
لاباس,0
ايجابيات سلبيات كاسيو للرجال انالوج بعقارب,0
تصميم الساعه جدا راءع حجمها مبالغ جدا,0
سير الساعه المعدني المطلي بالذهب الحبات مصديه,0
الساعه صغيره الحجم الداءره سم فقط,0
استلمت الساعه وهي تعمل فقمت بتغير البطاريه,0
الساعه لاتعمل,0
الساعه حجمها كبير جدا,0
الساعه تقاوم حتي قطره ماء تمر عليها ايضا لونها يروح بسرعه شكلها جميل ويوحي بالقوه وهي عكس وسعرها مبالغ مره,0
اذا انت تبيها شكل انصحك,0
صناعه رديءه,0
بصراحه انصدمت عرفت ان العقارب الصغيره اللي بدخل الساعه مجرد زينه,0
جيده نوعا,0
عادي,0
ساعه اطفال صغيره,0
انيق وجذاب جدا وملفت للانظار وقمه الروعه التصميم,0
الساعه زجاجها مخدش ومكسور ولاتعمل,0
انصح بشراء السلعه مطلقا ولذلك لكونها اكثر شكل جذاب فقط تستطيع ان نقوم باي مهمه ناهيك علي انها تعمل لمده دقاءق فقط,0
تنظيف الشعر مزعج البطاريه ثابته تنفك اثناء الاستخدام المثبتات الجانبيه تنفك ثابيته تبدو جديده,0
سيءه ونفس الخامه الموقع وتم الطلب لون اسود واتفاجءت باللون الابيض وتم وصولها خلال اسابيع واكثر,0
احد يشتري رديء رديء جدا,0
الخامه سيءه,0
ايجابيات سلبيات لانجري موديل احمر,0
البظاعه كيس عادي توضع كيسها لاصلي دليل ان البظاعه مغشوشه حسبي الله ونعم الوكيل وتاخرت مره اخذت يوم,0
سيءه جدا انصح بشراءها ومجرد خساره مال,0
ايجابيات سلبيات مشد لتنحيف الجسم,0
بالرغم ان المشد اكبر مقاس الجسم الا انه تفتت حال لبسه نظرا لسوء القماش ورداءه حياكته تقطعت الجوانب يشعرك بانه لايمت للجوده باي صله كانت ولم اقفعلي اسوا اطلاقا,0
المنتج جيد جداوالسعر اكثر جيد,0
التلبسيه راءعه كنت اتمنء انه غطاء كامل,0
اعتقد انها مناسبه لحد للسياره كونها تكوه او المخده الصغيره وبتشتغل بالبطاريه ودمتم للنضال والي الامام,0
منتج سيء جدا قليل الجوده,0
صغيره وغير عمليه,0
يوجد معها اي دليل حتي يوضح طريقه العمل وليست قويه وسعرها مبالغ بصوره كبيره,0
انا اشتريت الشنطه ومش عاجباني لانها الاصل شكلها شنطه سفر مكان للاب توب مش العكس الطول العرض سم سم مش مشكله القياس الافقي للشنطه يكون سم المشكله القياس الراسي ارتفاع الشنطه الارض اكثر نص متر يعني عمليه لجامعه او,0
سيءه للغايه ومصنوعه مواد رديءه جدا تستحق ربع نجمه,0
خامات السلعه رديءه جدا ولم استعملها قط نظرا لضعف هيكلها الخارجي وقصر وضعف سلكها الكهربي,0
يشحن الجوال,0
جيد شكله جميل فقط اريد ان يكون طويل,0
يصلح للاستعمال لان السلك المستخدم رديء للغايه وبالتالي عمليه شحن الموبايل تستغرق حوالي الي ساعات يزداد الشحن بمقدار,0
وايد خايس مب اصلي مايشتغل انكسر اول ركبتا,0
عجبتني لونها وصلر بدها رمي ياريت جبتها لونها دغري تغير,0
تكن علي مستوي الطموح,0
ايجابيات سلبيات ‫ ميجابيكسل,0
سيء ناحيه السعر,0
اريد شراء المنتج مره ثانيه ولكنه متوفر,0
سلعه جيده لكنها باهظه الثمن وهي صناعه صينيه,0
السلع رديءه الصنع وبها خدوش واضحه حتي الاستعمال,0
صغيره الحجم كانها نظاره طبيه,0
تطابق مواصفات العرض,0
كبل اتش دي عادي معرفش حتي يشغل اللاب,0
موديل الحقيبه جميل وكلفتها جيده كنت اتمني ان خامه الحقيبه تكون كلها الجلد حافات الحقيبه,0
اتوقع ان تكون الشنطه بهذا المستوي الرداءه وكان تم استخدامها شخص سابق اللون معروض الموقع باهت للغايه والخيوط تنسمت جانب والله اتوقع عذا الشيء منكم ابدا رغم اني زبونه داءمه لديكم وقد صعقت صعقه كبيره عندما قمت بفتح البضاعه رميتها لانني استطيع ان اقتني شيء بهذا المستوي الرداءه وعذرا,0
تساوي قيمتها,0
الجهاز يقوم بارسال رساله برابط لتحديد المكان ارابط يعمل اطلاقا,0
السلعه جيده جاءت الوصف,0
حصل عيب اول استخدام,0
نظيف ممتع واجابي,0
الجهاز سيء جدا يسخن لمده دقيقه انتظر الطبخ الخبز,0
جوده السلعه رديءه,0
الزجاجات محكمه الاغلاق والتغليف باللاصق وهناك تسرب للحبر الاحمر,0
جوده سيءه جدا,0
الماء يتسرب,0
ضاغط علي الاذن ويسبب الم,0
تكن المتوقع,0
العدسه غاليه جدا جدا ليه ارخص كده بكتير,0
للاسف اشتريت اكثر ملصق حاءط اكاد الصقهم وبعد دقيقه يفك لصقها,0
عمليه والخامه سيءه السسته ضعيفه الحواجز الاحذيه فعاله ضعيفه,0
الطرف الثاني يسع الصوت بعيد وصعوبه الاستخدام,0
حزام فايبر جيد لانه صيني ويخرب بسرعه لازم ترنس استبن لانو اتحرق مجرد شغلتو تاني مره,0
بصراحه شريتهم عجبني حرام فلوسي,0
صناعه رديءه تحتمل الاستعمال ابدا ولن انصح صديق لانه سيكون خساره للمال بدون استفاده الفاءده المرجوه اذا اول لبس للحلق ان خلعته انفصلت اللءلء الذهب,0
جيده الون مطلي بالذهب بالصور برونزي,0
اريد استبدال الخاتم بحجم اكبر لانه بمقاسي,0
تكن المواصفات والمقايس المطلوبه والتي تم ذكرها بانها مطليه عيار انه اكسسوار جدا عادي اريد استرجاعه,0
كارت الشاشه المدمج اللاب جيد,0
منتج سيء جدا يعمل بنظام الدوس يجعل التعامل معه صعب ومعقد سرعه المعالج ضعيفه لانه يتعامل الانظمه الحديثه تحتاج لمعالجات قويه,0
مركون المطبخ,0
جيده ويوجد خدوش بماده السيراميك المطليه والرتوش النهاءيه لعمليه الطلاء متقنه وغير سميكه تتناسب حجم وزن الوعاء,0
اختصار الوقت وسهل التحضير,0
المنتج يقوم بتقطيع الخضراوات يقوم بعصرها يدمرها ويجعلها قابله للاستعمال اتضح الاستعمال الفعلي زوجتي امي مشتريات اتضح انها مفيده علي الاطلاق,0
طبقه السيراميك رديءه وفيها خدوش واضحه,0
سلعه رديءه جدا بطيءه جدا متزنه التشغيل يجب ان يتم تشغيلها مره يعاد تشغيلها فتره تعمل الا ثلاثه غزل المره الواحده الغزل صغير جداو,0
محتاج البطاريه ضروري جدا جدا,0
السلعه اسوء السلع تقيما وانصح بعدم شراءها لانها بتتلف بسرعه وسعرها عالي الثمن ورديه المنتج بانصح عدم الشراء,0
السلعه سيءه جدا جدا,0
يفقد شحنه بسرعه يءدي الغرض,0
المنتج شكله حلو وبسيط ملوش اي نفع,0
